word,label
kakawomana,positive
mafificin,positive
munafikan,negative
kaucewa,positive
zage zage,negative
daidaita,positive
zaiyi,positive
mukami,positive
juya,positive
jiqanta,positive
mtssss,negative
yafiyan,positive
aurenkie,positive
damuwarka,negative
hadufa,positive
gyarata,positive
takama,negative
darasi,positive
rungumeshi,positive
wargaajejje,negative
farincikina,positive
mawuyacin,negative
kicigaba,positive
kukan,negative
tsoronsaba,negative
shari,negative
takashesu,negative
jajirtattu,positive
cancanta️,positive
yaji qanshi,positive
ashariya,negative
shawartarku,positive
zabgegen,negative
illar,negative
tabatar,positive
anbada,positive
aci gaba,positive
musibarna,negative
yafeman,positive
ubanda,negative
ribar,positive
yankawa,negative
wutane,negative
siyar,positive
alhmdllh,positive
daraja,positive
antashi,positive
labe,negative
soyayyar,positive
aljannan,positive
yamuna,positive
laifine,negative
shegantaka,negative
nadawa,positive
qarawa,positive
boye,negative
sharin,negative
kuntata,negative
nunamana,positive
yarasa,negative
waiwaye,positive
hegia,negative
kariya,positive
muni,negative
yafemiki,positive
kashi,negative
yan ruwa,negative
tsinuwar,negative
gaskene,positive
ajalinmu,negative
hassada,negative
shirme,negative
hamdama,negative
shalele,positive
kaniyan,negative
gaskiyan,positive
lalacewar,negative
muna funcin,negative
wulakanci,negative
nisan kwana,positive
kaskantar,negative
madigo,negative
yayan iska,negative
jidadi,positive
wawa,negative
yayikyau,positive
tarawa,positive
kisan,negative
mastiyaci,negative
harii,negative
koya,positive
wulaqanci,negative
ingantacciyar,positive
fatara,negative
tayaki,positive
sunsaki,positive
karyan,negative
farin jinin,positive
anshaa,positive
jafilci,negative
bayanshi,positive
keta,negative
bagidaje,negative
zubar,negative
gyaramu,positive
zasuyi,positive
sabuwa,positive
ragemin,negative
inshaallahu,positive
anzama,positive
uban marayu,positive
dena,negative
rahman,positive
mummunar,negative
alhamdulillah,positive
kaicho,negative
nissan,positive
sunkama,positive
miqo,positive
kama karya,negative
zunubai,negative
dan uwarsa,negative
damu,negative
rainin wayo,negative
ancire,negative
alkhr,positive
uwatai,negative
rikichi,negative
me garinsu,negative
sahihan,positive
shakka,negative
auro,positive
karewa,negative
giwa,positive
tukwicin,positive
cibagan,positive
matsalarsa,negative
tsokana,negative
illatamu,negative
sokaye,negative
fari,positive
lafiyarsu,positive
raini,negative
maraba,positive
kware,positive
muradinki,positive
wargaje,negative
wahalar,negative
zubbace zubbace,negative
yabiyani,positive
rufewar,negative
gatanmu,positive
hargitsa,negative
kauwnaki,positive
tubanki,positive
jahilii,negative
nitsu,positive
bakin cikin,negative
katausayamana,positive
asa,positive
kayen,negative
zuwa,positive
dami,negative
karni,negative
aurenki,positive
gafar ta,positive
cakwakiya,negative
kwal ubah,negative
ƙadangare,negative
qarar,negative
bayi,negative
zaqin,positive
aika aikan,negative
karo,positive
fahimceki,positive
yakar,negative
masalaha,positive
alkhairi,positive
kasuwa,positive
yarjejeniyar,positive
kugane,positive
tsadar,negative
mashaallah,positive
mawiyachin,negative
matsiyata,negative
shiryasu,positive
sauwaqe,positive
makaryaciya,negative
yasada,positive
ɗauki,positive
gareku,positive
albarka,positive
kariyar,positive
nayarda,positive
sulhu,positive
siririya,negative
goyan baya,positive
cin hanci,negative
waliyyan,positive
banxa,negative
nasararce,positive
fushi,negative
dama dama,positive
kafisu,positive
fargaba,negative
lalatata,negative
cutarwa,negative
zarata,positive
masoyinta,positive
munabayanka,positive
kajiqan,positive
tabargaza,negative
kinfikyau,positive
maana,positive
dadin,positive
siya,positive
dan iska,negative
wadata,positive
kare,negative
dariyar,positive
dan shegiya,negative
garkuwa,positive
samesu,positive
alkairin,positive
lapiya,positive
tsafi,negative
wutar,negative
burgeni,positive
kunfi,positive
ganewa,positive
lpya,positive
nabar,negative
dauka ka,positive
tsegumin,negative
sahannu,positive
alkahiri,positive
dan akuya,negative
sakeshi,positive
haɗari,negative
kuka,negative
wahala,negative
uwassa,negative
yadace,positive
azaba,negative
jiranki,positive
kammala,positive
cikakkun,positive
zakizo,positive
ciyo,positive
gdy,positive
yayi,positive
nafison,positive
tauye,negative
xuwan,positive
cigari,positive
sunqi,negative
tsawon rae,positive
jahila,negative
kayafemana,positive
cuta,negative
wayonki,positive
kin yi,positive
amana,positive
tabin hankalii,negative
soshi,positive
hutuchi,positive
bamayinsa,negative
záɓeka,positive
qaryane,negative
kortaye,negative
kayatar,positive
adalci,positive
inasan,positive
zaga,negative
adalin,positive
rikice,negative
kwado,negative
kwakkwaran,positive
shishirme,negative
,positive
kwapsawa,negative
darajjar,positive
bazaiyi,negative
baxan,negative
kaci,positive
rabu,negative
kutimelesi,negative
farfado,positive
keson,positive
muna fuka,negative
dangana,positive
bakuncinsa,positive
yawadatamu,positive
nakesan,positive
ba kauyen,negative
sonji,positive
fashe,negative
tabarbarewa,negative
inayinki,positive
karfice,positive
gskyar,positive
wargaza,negative
saa,positive
daura,positive
taaddancin,negative
farin cikin,positive
godiyan,positive
bambamta,negative
dadinku,positive
yajikansu,positive
kakare,positive
auren,positive
nasiha,positive
burge,positive
alfahari,positive
tsohonnan,negative
rahamarsa,positive
dacewa,positive
kaunan,positive
fushin,negative
yakyauta,positive
ya jikansu,positive
fusata,negative
jagaliyar,negative
bala in,negative
aljani,negative
almajira,negative
wankanki,positive
masha allh,positive
amfaninta,positive
sallama,positive
gwanda,positive
dabbubine,negative
kyautaba,positive
haukane,negative
cutarnnan,negative
munemi,positive
muhimmanci,positive
annobar,negative
sukasha,positive
kashe,negative
namu,positive
biyaa,positive
tausayin,positive
yanason,positive
yan caca,negative
yakaro,positive
halacci,positive
barkewa,negative
ji qan,positive
sauwake,positive
goyi bayan,positive
jan kati,negative
aci uwarsu,negative
alkairi,positive
kabawa,positive
kwartanci,negative
alfahrin,positive
fitsarrariya,negative
mafi alkhairi,positive
nafi,positive
hutu,positive
rayu,positive
masha allah,positive
lalaci,negative
takurawa,negative
qoqarinda,positive
albakarci,positive
yaudari,negative
yanaji,positive
kuskure,negative
yakamuda,negative
albarkan,positive
daukin,positive
rusa,negative
amiin,positive
maigafarane,positive
banason,negative
luwadi,negative
zaginta,negative
kayayewa,positive
washe baki,positive
anci amanar,negative
cin mutuncin,negative
amfana,positive
kuyafe,positive
maiisonki,positive
godewa,positive
amai,negative
tsarkin,positive
hainchi,negative
durun uwa,negative
zaluntar,negative
raye,positive
anfada,negative
musiba,negative
taimakon,positive
sakarya,negative
annubar,negative
yajikanshii,positive
kifi,positive
fata,positive
riga kafi,positive
addabi,negative
wutan,negative
ango,positive
angaishe,positive
kaunarsu,positive
ba kauye,negative
dabba,negative
nisa,negative
jajircewarki,positive
tarbiyar,positive
makamar,positive
fahimta,positive
inson,positive
rashin gaskia,negative
bansani,negative
surutu,negative
bazaa,negative
gyaranta,positive
wucemana,positive
cizo,negative
muna fukai,negative
jakine,negative
roki,positive
mashirmacin,negative
hutuce,positive
jijidakai,negative
aameen,positive
ka yi,positive
tabarbare,negative
tsinnan nu,negative
banzatar,negative
yasadamu,positive
yarufa,positive
mori,positive
yatsayar,positive
alhmdlh,positive
sauke,negative
tanadi,positive
ihu,negative
daina,negative
buda,positive
wuff,positive
gajiya,negative
mayen,negative
taadda,negative
mabiya,positive
shagali,positive
tuban,positive
tsiyaba,negative
sirara,negative
kora,negative
salihai,positive
ayabamata,positive
zolaya,negative
yatsaremu,positive
cecemu,positive
na gode,positive
tonama,negative
yaduwa,positive
aminci,positive
lalacewa,negative
tayaka,positive
yatabbatar,positive
zarce,positive
yarikitamana,negative
kasheka,negative
tafiye,positive
masoyiyata,positive
rudarwa,negative
matsu,negative
dukan tsiya,negative
kwamachala,negative
tarwatsa,negative
hadama,negative
yashirye,positive
daukinsa,positive
mayan,negative
harbin,negative
aurenta,positive
aljannatul firdaus,positive
amincewarka,positive
gaida,positive
karyane‍️‍️‍️‍‍‍‍‍‍,negative
zarewa,negative
mafificiyar,positive
haushi,negative
basirar,positive
yayafe,positive
karbar,positive
yagafartamasa,positive
son,positive
balai,negative
uban su,negative
saketa,negative
dogara,positive
farwa,negative
biyama,positive
yamiki,positive
tsanani,negative
kabata,positive
dan tselan uwa,negative
takaice,negative
gan ganci,negative
qaton,negative
ƙuntatawa,negative
banzace,negative
dadine,positive
mamaye,positive
kyautawar,positive
inganci,positive
tabiye,positive
saurara,positive
ware,negative
ji kan,positive
daukowa,positive
hankula,positive
bakinciki,negative
matsala‍️,negative
hadasu,positive
nagari,positive
zaman lafiya,positive
gaskiyah,positive
fatarmu,positive
uwayensu,negative
sarauniya,positive
haukace,negative
tsinemuki,negative
gawan,negative
dauki,positive
yaji kansa,positive
kwace,negative
anasan,positive
yan tasha,negative
soyyaya,positive
karekii,positive
isarwa,positive
kaikaji,positive
shiryemu,positive
taci,positive
farinciki,positive
nisan kwanaya,positive
shege,negative
la antarki,negative
anyaudaremu,negative
murnar,positive
kwacen,negative
makiyan,negative
nutsuwar,positive
aure,positive
buraubanku,negative
tsananta,negative
kin hadu,positive
kwalliyar,positive
yanaso,positive
moriyar,positive
makaryatan,negative
tsiyatar,negative
zunubansa,negative
barka,positive
bala eh,negative
ragewa,negative
ƙoƙari,positive
qwato,positive
bakn ciki,negative
yayafemana,positive
makiyanka,negative
jakkai,negative
birgeni,positive
wadaran,negative
chigaba,positive
soko,negative
iskancin,negative
mukara,positive
yaba su,positive
uwarku,negative
shaci fadine,negative
qauna,positive
renawa,negative
jikanmu,positive
anyiwa,positive
barkada,positive
zabga,negative
yarike,positive
aljannatul fiddausi,positive
munafukan,negative
kwarin gwiwar,positive
qanzon kurege,negative
dafatan,positive
albarkanci,positive
kanshi,positive
rigakafin,positive
matsala,negative
tareda,positive
fadawanki,positive
nisan kwanah,positive
rigiman,negative
karancin,negative
rushe,negative
nasami,positive
na gari,positive
burinki,positive
mashirmata,negative
yazageshi,negative
karfinshi,positive
yapara,positive
koshin lafiya,positive
taunawa,positive
horema,positive
agaji,positive
addini,positive
fitsare,negative
matsiyaci,negative
sanaar,positive
anfane,positive
kaudi,negative
yasaka,positive
munafikaine,negative
magani,positive
lalatattace,negative
zagu,negative
yayimana,positive
tuzuru,negative
kugani,positive
addabaimu,negative
inaso,positive
alkhairy,positive
barkanku,positive
lafya,positive
wulakanta,negative
kokari,positive
alfaharin,positive
maficicin,positive
tashin tashinar,negative
lamuni,positive
mtswwwwwww,negative
kyakyawa️,positive
amanarmu,positive
sonku,positive
kanunawa,positive
adawa,negative
wofi,negative
abanza,negative
aureta,positive
mataimaka,positive
haqqi,positive
shahada,positive
gaskiyani,positive
bangarenci,negative
yamaida,positive
karuwar,positive
lefi,negative
matalauta,negative
ƙarbi,positive
sutura,positive
uban wa,negative
jikanta️,positive
gaisheki,positive
warakar,positive
bulala,negative
zaginki,negative
ibadar,positive
musibah,negative
rufawa,positive
kubarmu,negative
fitsararriya,negative
haukata,negative
murabus,negative
al jannah,positive
yayemana,positive
kyalemu,negative
tayinka,positive
bazance,negative
damunku,negative
jaki,negative
bakin chikin,negative
laanannan,negative
zagin,negative
kyautatawa,positive
zaluncin,negative
anfani,positive
shishigi,negative
yen iskane,negative
daukakashi,positive
yakai,positive
cire,negative
kanyi,positive
chuta,negative
kasaukaka,positive
yakawomuna,positive
baayi,negative
muntuba,positive
karawa,positive
ameeeen,positive
albarkanshi,positive
mekyau,positive
jarumi,positive
shiriya,positive
hegu,negative
daqiqanci,negative
amfanan,positive
afuwa,positive
jiqansa,positive
qware,positive
rai,positive
niima,positive
ahana,negative
halal,positive
salihan,positive
yajikanka,positive
kabasu,positive
tashin hankali,negative
debe,negative
rahamar,positive
talakkan,negative
munafukai,negative
rabasu,negative
kutumar,negative
firgici,negative
musiban,negative
kabamu,positive
birge ni,positive
yabasu,positive
riga kafin,positive
barakallah,positive
sonki,positive
tayaku,positive
tabbata,positive
tsawon rai,positive
yawadaran,negative
harbi,negative
yakasa,negative
tsana,negative
iskancinka,negative
kuskuren,negative
parin cikin,positive
kazamin,negative
diba,positive
sunkashe,negative
qarfin,positive
laifin,negative
qaryace,negative
tagado,positive
tabbataciyar,positive
barawone,negative
allahu akhbar,positive
kwashemu,negative
masoyan,positive
gyaran,positive
hatsari,negative
ragargazar,negative
tsareki,positive
kwala,negative
masoya,positive
anci,positive
muntara,positive
muradin,positive
huddubar,positive
dadinka,positive
runtsi,negative
barna,negative
fasaha,positive
laananne,negative
laance,negative
masoyanmu,positive
ƙaiƙayin,negative
sakayyarmu,positive
mudafe,positive
korarmu,negative
shegun,negative
kahuta,positive
kacakaca,negative
gareka,positive
fyade,negative
saiyafi,positive
taimaki,positive
kukansu,negative
shanawa,positive
tsiyace,negative
yadawo,positive
rahin,negative
matsalanan,negative
lalatattu,negative
yinki️,positive
fashimta,positive
rikita,negative
tuba,positive
abin kunya,negative
yawon tsiya‍️,negative
karyawa,negative
yapi,positive
kayafe,positive
damuwa,negative
nadaki,positive
kurakuransa,negative
rauninsa,negative
amanar,positive
haska,positive
rayaku,positive
mafuta,positive
danja,negative
asaa,positive
agaishe,positive
habaici,negative
bakin ciki,negative
banza,negative
ragawa,positive
insha allahu,positive
baqi,negative
haye,positive
azzaluman,negative
sauqi,positive
inason,positive
kareki,positive
megida,positive
kyawawan,positive
mijin tace,negative
ubanku,negative
qananan,negative
alkawarin,positive
kakawo,positive
agaza,positive
godia,positive
jakuna,negative
munfii,positive
lalata,negative
aminan,positive
lafiyayye,positive
yajin aiki,negative
hamdallah,positive
tajanyo,negative
maganinmu,positive
mitsiyaci,negative
almubazzaranci,negative
kalubalanci,negative
barkanmu,positive
tallafa,positive
sharrin,negative
ciwo,negative
banso,negative
maamalla,positive
qamari,negative
sahun,positive
kashekashen,negative
fituna,negative
gafartamawa,positive
zagi,negative
yanka,negative
shahararren,positive
bakawa,negative
wuta bal bal,negative
yaban,positive
kyawunki,positive
konashi,negative
karya,negative
citta,positive
fatan,positive
jindadinku,positive
haukan,negative
qoqari,positive
dana sani,negative
roko,positive
yafika,positive
mashallah,positive
girmanka,positive
yan iska,negative
rangaza,negative
saan,positive
tafawa,positive
matsalarku,negative
gazawa,negative
kyuata,positive
karyane,negative
soyayyarka,positive
kuturu,negative
alkhari,positive
kawayen,positive
shaidanin,negative
yakare,positive
mayawacin,negative
zigata,negative
mahaukaciyar,negative
tirrrr,negative
kafirta,negative
makurar,positive
yana ruwa,negative
raunin,negative
bayahudiya,negative
shaye shaye,negative
barayine,negative
mahaukacin,negative
jinkan,positive
kaico,negative
raina,negative
dauresu,negative
sherin,negative
hikimarsu,positive
sonmu,positive
kawowa,positive
masoyanta,positive
alhéri,positive
tsoro,negative
dai dai,positive
taimakonki,positive
zalincinku,negative
kakeyi,positive
hada kai,positive
kyau️,positive
soyayyan,positive
amfaneta,positive
albarkashi,positive
anfanin,positive
fahimci,positive
dayaga,positive
in sha allah,positive
kamani,negative
maauratan,positive
ma shaa allah,positive
al barka,positive
kirki,positive
laifi,negative
dabaru,positive
daidai,positive
wulakancin,negative
sata,negative
baragurbin,negative
gayama,positive
kewarki,positive
zaftaran,negative
cin uwar,negative
gardi,negative
maikyau,positive
karasamu,negative
yaci,positive
bayin,negative
ybshi,positive
dan giya,negative
tsani,negative
yan duniya,negative
ganar,positive
mugunnan,negative
bin bayansa,positive
solobiyo,negative
juyin mulki,negative
shisshigi,negative
yabaku,positive
jinkiri,negative
rungumi,positive
andainashi,positive
hanawa,negative
dagaske,positive
hadarinsa,negative
aamen,positive
jarumar,positive
sameki,positive
ƙarhinmu,positive
uwar wa,negative
dai dai ne,positive
iskanci,negative
hallaka,negative
giya,negative
hanata,negative
tunawa,positive
bige,negative
rigima,negative
fitsarraru,negative
zakayi,positive
yadubeni,positive
arxiki,positive
sako,positive
zafi,negative
allah ya isar,negative
kosa,negative
mayar,positive
wawiya,negative
lafy,positive
sungode,positive
nasara,positive
sunfi,positive
ishemu,negative
uban ka,negative
zafine,negative
taasa,negative
tsinewa,negative
zamufito,positive
yayaye,positive
cima zaune,negative
fitinanen,negative
alkhairee,positive
kinchi,positive
barkono,negative
amiin️️️,positive
gasky,positive
yakaramai,positive
fidda,positive
aljan,negative
yataimake,positive
dariyarki,positive
bakin jini,negative
gazaaa,negative
zuqi ta malle,negative
hankuri,positive
fada,negative
kuluwaa,positive
oyoyo,positive
shaidan,negative
ilimin,positive
taaddanci,negative
yakarbi,positive
dagule,negative
qarin,positive
mun ci,positive
kina ruwa,negative
dumama,negative
kiyayemu,positive
musanshi,positive
fitintinun,negative
dazakiyi,positive
yacigaba,positive
xunuban,negative
jagoranci,positive
alkharin,positive
hore,positive
sundawo,positive
kirkin,positive
munafukaine,negative
saar,positive
horo,negative
girmankai,negative
jifar,negative
saukemana,positive
ma sharranta,negative
kishin kasa,positive
makiya,negative
kwaba,negative
kirari,positive
bura uban,negative
tsohone,negative
ladabi,positive
kwarjini,positive
rabawa,positive
fadamana,positive
mai yawa,positive
insha allah️,positive
yashiga uku,negative
kaunar,positive
durkushewar,negative
farin ciki,positive
kya wawan,positive
goyawa baya,positive
hkuri,positive
juyin milki,negative
mahaukata,negative
suna ruwa,negative
iyakantar,positive
jaraba,negative
,negative
majidadin,positive
daqiqae,negative
dakyau,positive
bayanka,positive
harbemu,negative
shiryeki,positive
dada,positive
ji a jikin,negative
burgesu,positive
yakora,negative
saukarsa,negative
mtswww,negative
gaisheka,positive
aure️‍️‍,positive
zageni‍️,negative
bukatu,positive
tsinanawa,negative
dakatar,negative
alkaeri,positive
anfana,positive
qarfi,positive
rabo,positive
azzalumai,negative
masoyiyarki,positive
gyaruwa,positive
saci,negative
tsawon kwana,positive
zanga zanga,negative
lamunce,positive
masoyinki,positive
alqawari,positive
kisamu,positive
kishinsa,positive
agaskiya,positive
lpy,positive
muna furci,negative
rupa,positive
dadi,positive
bukatan,positive
ciniki,positive
jindadi,positive
juri,positive
cucin,negative
rana,positive
barayi,negative
kataimaka,positive
murmushinki,positive
tsinanniyar,negative
ya jikanta,positive
lada,positive
gaji,negative
haske,positive
kasheni,negative
gagareshi,negative
karbabbe,positive
kusha,positive
akashesu,negative
cigaba,positive
ingantaccen,positive
bindigar,negative
kunyata,negative
rikon amana,positive
hamdala,positive
anbude,positive
biyayya,positive
shegeya,negative
kawo,positive
kinasona,positive
ruɓe,negative
ciyar,positive
awanye,positive
munafuka,negative
wawuya,negative
lallasamu,negative
yinmu,positive
al farman,positive
amincin,positive
banzane,negative
kwartan,negative
uwarka,negative
gudumuwar,positive
gidadawa,negative
zalunce,negative
yuwuwa,positive
uwarsa,negative
tsareku,positive
bamaso,negative
yin ki,positive
tabarakallah,positive
jan kunne,negative
tsoronka,negative
fatan alkairi,positive
allah ya isan,negative
makara,negative
raya,positive
ajalinsu,negative
zangazangar,negative
sakawa,positive
iskancine,negative
goge,negative
farincikin,positive
yawwa,positive
yan iskane,negative
aljannar,positive
goyon baya,positive
jahilla,negative
kwarai,positive
sunbamu,positive
ibadah,positive
ganawa,positive
husuma,negative
mtswwww,negative
inasonki,positive
musha biki,positive
rabona,positive
baci,negative
zaije,positive
alhamdulillahi,positive
taimakawa,positive
mtseeew,negative
zunuban,negative
munafikin,negative
murna,positive
bakauya,negative
hura,positive
shashasha,negative
mudace,positive
soke,negative
kadubemu,positive
shiga uku,negative
shiryar,positive
laifukan,negative
nisha dantar,positive
zamukai,positive
borin kunya,negative
mugaye,negative
burus,negative
kyau,positive
zaifito,positive
wawan,negative
kauyensa,negative
𝐤𝐢𝐲𝐚𝐲𝐞,positive
fadakar,positive
sonka,positive
asararre,negative
saurin,positive
bola,negative
durin uwa,negative
ciresa,negative
sakacin,negative
dachewansa,positive
son kai,negative
gafara,positive
tsiya,negative
wadatar,positive
kutumar uba,negative
yataimaki,positive
kabarsu,negative
kulleki,negative
kataimaki,positive
bude,positive
yadaukaki,positive
kokkofi,negative
dambe,negative
ankashe,negative
qaranci,negative
alhamdullilahi,positive
quntata,negative
qartin,negative
kori,negative
aikin banza,negative
jihilai,negative
mtwsss,negative
abarshi,negative
iyawa,positive
yabaiyanashi,positive
illa,negative
kwabar‍️,negative
raga,positive
zartar,positive
dokokin,positive
jikkata,negative
rahamsheshi,positive
munatare,positive
cinyeku,negative
saada,positive
munafikai,negative
ramawa,negative
gwara,positive
raguwa,negative
jazakallah,positive
harbe,negative
munafike,negative
farar aniya,positive
tsinannu,negative
anbawa,positive
jagora,positive
mari,negative
kallo,positive
shashancin,negative
wargajewa,negative
fitinar,negative
daɗi,positive
haduba,negative
asarar,negative
kusace,negative
a dawa,negative
danasanin,negative
yarainamu,negative
sauki,positive
annoba,negative
rangwame,positive
yatsinewa,negative
gwani,positive
baqin cikina,negative
karuwai,negative
tashin hankalin,negative
akaso,positive
ihun,negative
yafadi,negative
nishadi,positive
damuwata,negative
dadinsu,positive
alkairii,positive
adali,positive
kinfi,positive
goyo baya,positive
gindin uwarshi,negative
sawwaqe,positive
shawara,positive
sannu,positive
yalalace,negative
cii,positive
masoyin,positive
barnannan,negative
tallafawa,positive
dorashii,positive
shahara,positive
tashe,positive
iska,negative
masifan,negative
kagama,positive
ci zalinsu,negative
dan wuta,negative
antaya,positive
haihuwa,positive
kukeso,positive
kashewa,negative
daukakaki,positive
tabdijam,negative
qaryan,negative
lahiya,positive
sami,positive
yasaya,positive
mugune,negative
tsaremu,positive
yardan,positive
madedeciya,positive
taimakeki,positive
yakikaye,positive
banzaye,negative
tsaurara,negative
sabuwar,positive
rabaku,negative
damfarace,negative
angirmi,positive
more,positive
inshallah,positive
gaba,positive
dora,positive
jefe,negative
sannun,positive
ƙarya,negative
nishandatar,positive
ganaar,positive
lumi lumi,positive
balain,negative
wuntsula,negative
háinci,negative
nakallla,positive
hauka,negative
haskka,positive
matsin,negative
tasa,positive
ba daɗi,negative
ki fi,positive
hnkli,positive
inshaallah,positive
